ID,City,Country,Date and Time (local time),Lat,Long,Max temp °C,Humidity %,Cloudiness %,Wind m/s,Sunrise Time (local time),Sunset Time (local time)
161,Dakhla,"EH, Morocco.",2023-09-03 09:27:02,23.6941,-15.9431,22.010000000000048,88,0,6.17,2023-09-03 07:46:18,2023-09-03 20:20:40
162,Tighassaline,"MA, Morocco.",2023-09-03 09:28:02,32.7831,-5.6528,16.82000000000005,69,100,0.84,2023-09-03 06:58:27,2023-09-03 19:46:12
163,Lakhsas,"MA, Morocco.",2023-09-03 09:28:05,29.3561,-9.7553,16.05000000000001,79,100,6.18,2023-09-03 07:17:32,2023-09-03 19:59:56
164,Aït Baha,"MA, Morocco.",2023-09-03 09:28:09,31.4777,-5.4194,20.950000000000045,45,100,2.67,2023-09-03 06:58:34,2023-09-03 19:44:14
165,Ras El Ma,"MA, Morocco.",2023-09-03 09:28:11,35.1373,-2.4228,21.410000000000025,90,100,2.03,2023-09-03 06:43:34,2023-09-03 19:35:16
166,Nouaceur,"MA, Morocco.",2023-09-03 09:28:16,33.3795,-7.6189,20.010000000000048,90,40,5.14,2023-09-03 07:05:50,2023-09-03 19:54:33
167,Oued Amlil,"MA, Morocco.",2023-09-03 09:28:18,34.1916,-4.2676,21.480000000000018,64,99,2.7,2023-09-03 06:51:45,2023-09-03 19:41:50
168,Had Oued Ifrane,"MA, Morocco.",2023-09-03 09:28:22,33.1242,-5.2662,13.57000000000005,66,100,0.84,2023-09-03 06:56:38,2023-09-03 19:44:56
169,Rommani,"MA, Morocco.",2023-09-03 09:28:24,33.5286,-6.6044,19.150000000000034,77,88,2.51,2023-09-03 07:01:39,2023-09-03 19:50:37
170,Bouznika,"MA, Morocco.",2023-09-03 09:28:27,33.781,-7.161,20.79000000000002,88,40,4.12,2023-09-03 07:03:40,2023-09-03 19:53:03
171,Al Hoceïma,"MA, Morocco.",2023-09-03 09:28:29,35.2451,-3.9302,22.710000000000036,60,75,2.57,2023-09-03 06:49:30,2023-09-03 19:41:23
172,Essaouira,"MA, Morocco.",2023-09-03 09:28:33,31.5118,-9.7621,21.75,78,40,1.03,2023-09-03 07:15:55,2023-09-03 20:01:37
173,Ben Ahmed,"MA, Morocco.",2023-09-03 09:28:35,33.0681,-7.2324,17.220000000000027,72,91,3.31,2023-09-03 07:04:33,2023-09-03 19:52:45
174,Maaziz,"MA, Morocco.",2023-09-03 09:28:38,33.6681,-6.3207,19.470000000000027,78,100,1.88,2023-09-03 07:00:24,2023-09-03 19:49:36
175,Bab Taza,"MA, Morocco.",2023-09-03 09:28:41,35.0887,-5.2001,17.900000000000034,60,98,1.68,2023-09-03 06:54:43,2023-09-03 19:46:19
176,Naïma,"MA, Morocco.",2023-09-03 09:28:44,34.6051,-2.2179,17.600000000000023,93,100,1.91,2023-09-03 06:43:12,2023-09-03 19:34:00
177,Biougra,"MA, Morocco.",2023-09-03 09:28:47,30.2155,-9.3685,19.560000000000002,94,40,0.0,2023-09-03 07:15:20,2023-09-03 19:59:02
178,Tan-Tan,"MA, Morocco.",2023-09-03 09:28:50,28.4376,-11.0987,20.950000000000045,88,75,4.63,2023-09-03 07:23:36,2023-09-03 20:04:38
179,Bhalil,"MA, Morocco.",2023-09-03 09:28:52,33.8522,-4.8702,16.75,82,40,3.6,2023-09-03 06:54:27,2023-09-03 19:43:57
180,Tinejdad,"MA, Morocco.",2023-09-03 09:28:56,31.5102,-5.0338,22.03000000000003,40,100,3.13,2023-09-03 06:57:00,2023-09-03 19:42:43
181,Bradia,"MA, Morocco.",2023-09-03 09:28:58,32.4207,-6.5072,18.400000000000034,77,40,3.6,2023-09-03 07:02:10,2023-09-03 19:49:20
182,Driouch,"MA, Morocco.",2023-09-03 09:29:01,34.9769,-3.391,21.160000000000025,81,100,0.44,2023-09-03 06:47:34,2023-09-03 19:39:00
183,Tamallalt,"MA, Morocco.",2023-09-03 09:29:03,31.8241,-7.5284,18.470000000000027,75,100,2.77,2023-09-03 07:06:44,2023-09-03 19:52:56
184,Drargua,"MA, Morocco.",2023-09-03 09:29:06,30.382,-9.4764,20.180000000000007,94,40,0.0,2023-09-03 07:15:39,2023-09-03 19:59:36
185,Tit Mellil,"MA, Morocco.",2023-09-03 09:29:08,33.5514,-7.4836,20.430000000000007,83,40,1.03,2023-09-03 07:05:09,2023-09-03 19:54:09
186,Lagouira,"MA, Morocco.",2023-09-03 09:29:12,29.23,-10.2284,20.460000000000036,81,100,4.54,2023-09-03 07:19:32,2023-09-03 20:01:44
187,Sebt Jahjouh,"MA, Morocco.",2023-09-03 09:29:29,33.7165,-5.6728,16.970000000000027,57,91,1.87,2023-09-03 06:57:46,2023-09-03 19:47:03
188,Aït Daoud,"MA, Morocco.",2023-09-03 09:29:32,31.0805,-9.3513,14.210000000000036,78,30,1.52,2023-09-03 07:14:36,2023-09-03 19:59:38
189,Témara,"MA, Morocco.",2023-09-03 09:29:35,33.9172,-6.9238,20.689999999999998,67,57,4.48,2023-09-03 07:02:36,2023-09-03 19:52:13
190,Sidi Bennour,"MA, Morocco.",2023-09-03 09:29:37,32.6508,-8.4242,19.730000000000018,68,25,3.36,2023-09-03 07:09:39,2023-09-03 19:57:11
191,Bni Chiker,"ES, Morocco.",2023-09-03 09:29:40,35.2772,-3.0137,20.0,94,75,3.09,2023-09-03 06:45:48,2023-09-03 19:37:45
192,Marrakech,"MA, Morocco.",2023-09-03 09:29:43,31.6258,-7.9892,17.970000000000027,88,75,3.09,2023-09-03 07:08:44,2023-09-03 19:54:37
193,Oulad Saïd,"MA, Morocco.",2023-09-03 09:29:46,32.9676,-7.8133,19.120000000000005,66,55,3.84,2023-09-03 07:06:57,2023-09-03 19:55:00
194,Dar Gueddari,"MA, Morocco.",2023-09-03 09:29:48,34.4208,-6.0942,21.24000000000001,72,72,3.93,2023-09-03 06:58:52,2023-09-03 19:49:20
195,El Ksiba,"MA, Morocco.",2023-09-03 09:29:51,32.5689,-6.0341,14.850000000000023,72,100,0.94,2023-09-03 07:00:09,2023-09-03 19:47:34
196,El Menzel,"MA, Morocco.",2023-09-03 09:29:53,33.8367,-4.5484,17.230000000000018,63,95,0.25,2023-09-03 06:53:10,2023-09-03 19:42:40
197,Thar Es Souk,"MA, Morocco.",2023-09-03 09:29:56,34.6521,-4.2786,20.510000000000048,61,87,1.59,2023-09-03 06:51:24,2023-09-03 19:42:16
198,Talmest,"MA, Morocco.",2023-09-03 09:29:58,31.8185,-9.3437,19.79000000000002,72,38,2.35,2023-09-03 07:14:00,2023-09-03 20:00:11
199,Guisser,"MA, Morocco.",2023-09-03 09:30:01,32.7642,-7.4943,19.560000000000002,55,88,3.79,2023-09-03 07:05:50,2023-09-03 19:53:33
200,Sidi Yahya El Gharb,"MA, Morocco.",2023-09-03 09:30:05,34.3085,-6.294,22.430000000000007,65,73,3.92,2023-09-03 06:59:46,2023-09-03 19:50:02
201,Bejaad,"MA, Morocco.",2023-09-03 09:30:09,32.7698,-6.395,16.890000000000043,67,100,3.79,2023-09-03 07:01:26,2023-09-03 19:49:10
202,Lalla Takarkoust,"MA, Morocco.",2023-09-03 09:30:13,31.3585,-8.1314,16.970000000000027,77,99,2.75,2023-09-03 07:09:30,2023-09-03 19:54:59
203,Tameslouht,"MA, Morocco.",2023-09-03 09:30:16,31.4951,-8.0984,17.379999999999995,88,75,3.09,2023-09-03 07:09:16,2023-09-03 19:54:57
204,El Kbab,"MA, Morocco.",2023-09-03 09:30:19,32.7414,-5.5207,16.28000000000003,61,100,1.31,2023-09-03 06:57:58,2023-09-03 19:45:39
205,Taza,"MA, Morocco.",2023-09-03 09:30:22,34.2302,-4.0101,19.010000000000048,70,100,2.1,2023-09-03 06:50:41,2023-09-03 19:40:50
206,M'Rirt,"MA, Morocco.",2023-09-03 09:30:24,33.1638,-5.5654,17.260000000000048,62,100,2.88,2023-09-03 06:57:48,2023-09-03 19:46:10
207,Sefrou,"MA, Morocco.",2023-09-03 09:30:27,33.8249,-4.8333,17.390000000000043,82,40,3.6,2023-09-03 06:54:19,2023-09-03 19:43:47
208,Al Aaroui,"MA, Morocco.",2023-09-03 09:30:30,35.0102,-3.0123,20.120000000000005,88,75,3.09,2023-09-03 06:46:02,2023-09-03 19:37:31
209,Aguelmous,"MA, Morocco.",2023-09-03 09:30:33,33.1311,-5.8363,16.650000000000034,67,99,2.91,2023-09-03 06:58:54,2023-09-03 19:47:13
210,Boulanouare,"MA, Morocco.",2023-09-03 09:30:35,32.8569,-6.879,17.629999999999995,69,100,3.83,2023-09-03 07:03:18,2023-09-03 19:51:10
211,Ghmate,"MA, Morocco.",2023-09-03 09:30:38,31.4214,-7.8047,16.08000000000004,72,100,2.72,2023-09-03 07:08:09,2023-09-03 19:53:43
212,Berkane,"MA, Morocco.",2023-09-03 09:30:40,34.9267,-2.3294,20.950000000000045,90,100,2.2,2023-09-03 06:43:22,2023-09-03 19:34:43
213,Imintanoute,"MA, Morocco.",2023-09-03 09:30:43,31.1735,-8.8518,17.439999999999998,67,84,2.17,2023-09-03 07:12:32,2023-09-03 19:57:43
214,Agouraï,"MA, Morocco.",2023-09-03 09:30:47,33.6438,-5.5899,16.060000000000002,53,86,2.83,2023-09-03 06:57:30,2023-09-03 19:46:40
215,Bni Ansar,"ES, Morocco.",2023-09-03 09:30:49,35.2597,-2.9336,21.150000000000034,94,75,3.09,2023-09-03 06:45:30,2023-09-03 19:37:25
216,Bni Bouayach,"MA, Morocco.",2023-09-03 09:30:52,35.1022,-3.841,22.310000000000002,60,75,2.57,2023-09-03 06:49:16,2023-09-03 19:40:54
217,Dar Ould Zidouh,"MA, Morocco.",2023-09-03 09:30:55,32.3401,-6.8989,20.220000000000027,69,100,3.15,2023-09-03 07:03:48,2023-09-03 19:50:50
218,Deroua,"MA, Morocco.",2023-09-03 09:30:57,33.3718,-7.5358,19.980000000000018,94,40,5.14,2023-09-03 07:05:31,2023-09-03 19:54:13
219,Kassita,"MA, Morocco.",2023-09-03 09:31:00,34.8909,-3.7293,18.390000000000043,83,100,0.94,2023-09-03 06:49:00,2023-09-03 19:40:16
220,Toulal,"MA, Morocco.",2023-09-03 09:31:03,33.8933,-5.5956,18.430000000000007,82,75,1.03,2023-09-03 06:57:19,2023-09-03 19:46:53
221,Bni Tadjite,"MA, Morocco.",2023-09-03 09:31:06,32.2898,-3.4666,20.28000000000003,51,100,4.17,2023-09-03 06:50:06,2023-09-03 19:37:04
222,Aghbala,"MA, Morocco.",2023-09-03 09:31:09,32.4806,-5.643,14.020000000000039,63,100,0.64,2023-09-03 06:58:40,2023-09-03 19:45:55
223,Guigou,"MA, Morocco.",2023-09-03 09:31:12,33.3845,-4.8333,15.430000000000007,57,99,0.24,2023-09-03 06:54:41,2023-09-03 19:43:25
224,Sidi Kacem,"MA, Morocco.",2023-09-03 09:31:15,34.2264,-5.7114,21.25,60,73,3.4,2023-09-03 06:57:30,2023-09-03 19:47:38
225,Akka,"MA, Morocco.",2023-09-03 09:31:23,29.3919,-8.2568,25.650000000000034,26,93,3.57,2023-09-03 07:11:31,2023-09-03 19:53:58
226,Moulay Bouazza,"MA, Morocco.",2023-09-03 09:31:25,33.2245,-6.1979,18.25,63,98,3.67,2023-09-03 07:00:17,2023-09-03 19:48:45
227,Ras El Aïn,"MA, Morocco.",2023-09-03 09:31:28,31.8023,-7.5775,17.350000000000023,67,100,3.0,2023-09-03 07:06:56,2023-09-03 19:53:07
228,Karia Ba Mohamed,"MA, Morocco.",2023-09-03 09:31:46,34.3641,-5.2146,23.939999999999998,55,96,1.51,2023-09-03 06:55:24,2023-09-03 19:45:46
229,Sidi Taïbi,"MA, Morocco.",2023-09-03 09:31:49,34.1917,-6.6845,20.410000000000025,100,40,5.66,2023-09-03 07:01:25,2023-09-03 19:51:30
230,Aïn Bni Mathar,"MA, Morocco.",2023-09-03 09:31:52,33.9523,-2.0199,18.260000000000048,75,100,3.61,2023-09-03 06:42:57,2023-09-03 19:32:39
231,Zaouïat Bougrine,"MA, Morocco.",2023-09-03 09:31:56,33.855,-4.4887,16.260000000000048,59,92,1.3,2023-09-03 06:52:55,2023-09-03 19:42:26
232,Tamassint,"MA, Morocco.",2023-09-03 09:31:58,35.0734,-3.9614,21.220000000000027,60,75,2.57,2023-09-03 06:49:46,2023-09-03 19:41:22
233,Jamaat Shaim,"MA, Morocco.",2023-09-03 09:32:01,32.3495,-8.8412,21.629999999999995,60,11,4.49,2023-09-03 07:11:34,2023-09-03 19:58:36
234,Ouarzazate,"MA, Morocco.",2023-09-03 09:32:06,30.9202,-6.9109,22.02000000000004,26,40,5.14,2023-09-03 07:04:58,2023-09-03 19:49:46
235,Timahdite,"MA, Morocco.",2023-09-03 09:32:09,33.2383,-5.0609,13.150000000000034,58,100,0.59,2023-09-03 06:55:43,2023-09-03 19:44:13
236,Aïn Taoujdate,"MA, Morocco.",2023-09-03 09:32:11,33.9403,-5.2081,19.720000000000027,49,78,1.68,2023-09-03 06:55:43,2023-09-03 19:45:23
237,El Hanchane,"MA, Morocco.",2023-09-03 09:32:14,31.5241,-9.4354,19.870000000000005,63,51,2.76,2023-09-03 07:14:36,2023-09-03 20:00:19
238,Dar El Kebdani,"MA, Morocco.",2023-09-03 09:32:17,35.1212,-3.3321,21.02000000000004,80,100,0.26,2023-09-03 06:47:13,2023-09-03 19:38:53
239,Khénichet,"MA, Morocco.",2023-09-03 09:32:20,34.4141,-5.6733,23.189999999999998,62,73,3.57,2023-09-03 06:57:11,2023-09-03 19:47:38
240,Tanger,"MA, Morocco.",2023-09-03 09:32:23,35.7771,-5.8038,22.850000000000023,100,75,4.12,2023-09-03 06:56:32,2023-09-03 19:49:20
241,Sidi Smaïl,"MA, Morocco.",2023-09-03 09:32:25,32.8273,-8.5137,21.55000000000001,60,26,4.38,2023-09-03 07:09:52,2023-09-03 19:57:41
242,Mechra Bel Ksiri,"MA, Morocco.",2023-09-03 09:32:28,34.5734,-5.9566,23.170000000000016,63,82,3.7,2023-09-03 06:58:11,2023-09-03 19:48:54
243,Assilah,"MA, Morocco.",2023-09-03 09:32:31,35.4619,-6.0365,18.939999999999998,73,49,4.26,2023-09-03 06:57:45,2023-09-03 19:49:59
244,Tétouan,"MA, Morocco.",2023-09-03 09:32:33,35.5702,-5.3743,22.439999999999998,68,75,1.03,2023-09-03 06:55:00,2023-09-03 19:47:26
245,Tidass,"MA, Morocco.",2023-09-03 09:32:36,29.8352,-8.6278,14.520000000000039,52,84,5.38,2023-09-03 07:12:40,2023-09-03 19:55:47
246,Tafraout,"MA, Morocco.",2023-09-03 09:32:39,29.7205,-8.9745,16.939999999999998,67,100,4.45,2023-09-03 07:14:08,2023-09-03 19:57:05
247,Jorf,"MA, Morocco.",2023-09-03 09:32:42,31.4949,-4.4049,24.090000000000032,38,100,5.36,2023-09-03 06:54:29,2023-09-03 19:40:12
248,Aït Iaaza,"MA, Morocco.",2023-09-03 09:32:45,30.5064,-8.7912,21.220000000000027,72,100,4.99,2023-09-03 07:12:48,2023-09-03 19:56:57
249,Tiznit,"MA, Morocco.",2023-09-03 09:32:48,29.6986,-9.7313,20.170000000000016,72,100,4.34,2023-09-03 07:17:11,2023-09-03 20:00:06
250,Azemmour,"MA, Morocco.",2023-09-03 09:32:53,33.2881,-8.3432,21.720000000000027,65,31,4.7,2023-09-03 07:08:49,2023-09-03 19:57:22
251,Sidi Bouzid,"MA, Morocco.",2023-09-03 09:32:56,33.2311,-8.5509,21.439999999999998,67,29,4.81,2023-09-03 07:09:41,2023-09-03 19:58:09
252,Echemmaia,"MA, Morocco.",2023-09-03 09:32:59,32.0699,-8.6507,20.480000000000018,56,32,4.54,2023-09-03 07:11:01,2023-09-03 19:57:37
253,Lalla Mimouna,"MA, Morocco.",2023-09-03 09:33:01,34.8489,-6.0692,22.870000000000005,63,66,4.05,2023-09-03 06:58:24,2023-09-03 19:49:35
254,Figuig,"MA, Morocco.",2023-09-03 09:33:04,32.115,-1.2304,29.28000000000003,12,100,5.4,2023-09-03 06:41:18,2023-09-03 19:28:00
255,Tiflet,"MA, Morocco.",2023-09-03 09:33:07,33.894,-6.3167,18.32000000000005,67,93,3.58,2023-09-03 07:00:12,2023-09-03 19:49:46
256,Saïdia,"MA, Morocco.",2023-09-03 09:33:10,35.0822,-2.2246,21.900000000000034,90,100,2.79,2023-09-03 06:42:49,2023-09-03 19:34:26
257,Dcheïra El Jihadia,"MA, Morocco.",2023-09-03 09:33:13,30.3753,-9.5285,20.30000000000001,94,40,0.0,2023-09-03 07:15:52,2023-09-03 19:59:48
258,Errachidia,"MA, Morocco.",2023-09-03 09:33:15,31.9291,-4.4341,22.010000000000048,33,0,6.17,2023-09-03 06:54:16,2023-09-03 19:40:39
259,Tamanar,"MA, Morocco.",2023-09-03 09:33:19,31.0031,-9.6782,19.58000000000004,65,48,2.15,2023-09-03 07:15:58,2023-09-03 20:00:53
260,Imzouren,"MA, Morocco.",2023-09-03 09:33:22,35.1463,-3.8497,22.600000000000023,60,75,2.57,2023-09-03 06:49:16,2023-09-03 19:40:59
261,Larache,"MA, Morocco.",2023-09-03 09:33:26,35.1952,-6.1529,21.670000000000016,72,54,4.88,2023-09-03 06:58:26,2023-09-03 19:50:13
262,Zoumi,"MA, Morocco.",2023-09-03 09:33:29,34.7977,-5.3494,22.210000000000036,57,99,2.57,2023-09-03 06:55:34,2023-09-03 19:46:40
263,Aknoul,"MA, Morocco.",2023-09-03 09:33:32,34.656,-3.8653,15.760000000000048,78,100,0.6,2023-09-03 06:49:45,2023-09-03 19:40:37
264,Ouislane,"MA, Morocco.",2023-09-03 09:33:35,33.9107,-5.4866,19.310000000000002,82,75,1.03,2023-09-03 06:56:52,2023-09-03 19:46:28
265,Oulad H'Riz Sahel,"MA, Morocco.",2023-09-03 09:33:38,33.3479,-7.8571,20.120000000000005,61,22,3.95,2023-09-03 07:06:49,2023-09-03 19:55:29
266,Jorf El Melha,"MA, Morocco.",2023-09-03 09:33:40,34.4918,-5.5054,23.02000000000004,62,70,3.39,2023-09-03 06:56:27,2023-09-03 19:47:02
267,Aïn El Aouda,"MA, Morocco.",2023-09-03 09:33:43,33.8031,-6.7941,19.620000000000005,62,60,4.04,2023-09-03 07:02:11,2023-09-03 19:51:36
268,Oulad M'Barek,"MA, Morocco.",2023-09-03 09:33:46,32.2818,-6.4511,18.08000000000004,77,40,3.6,2023-09-03 07:02:03,2023-09-03 19:49:00
269,Martil,"MA, Morocco.",2023-09-03 09:33:49,35.6174,-5.2742,22.980000000000018,68,75,1.03,2023-09-03 06:54:33,2023-09-03 19:47:05
270,Ribate El Kheïr,"MA, Morocco.",2023-09-03 09:33:52,33.8155,-4.4069,17.710000000000036,62,96,1.23,2023-09-03 06:52:37,2023-09-03 19:42:05
271,Moqrisset,"MA, Morocco.",2023-09-03 09:33:54,34.9235,-5.3492,21.180000000000007,57,95,2.44,2023-09-03 06:55:27,2023-09-03 19:46:47
272,Loulad,"MA, Morocco.",2023-09-03 09:33:57,32.992,-7.1286,18.100000000000023,61,94,3.94,2023-09-03 07:04:11,2023-09-03 19:52:17
273,Oulad Mrah,"MA, Morocco.",2023-09-03 09:34:15,32.3403,-6.6876,18.640000000000043,70,100,3.5,2023-09-03 07:02:57,2023-09-03 19:49:59
274,Brikcha,"MA, Morocco.",2023-09-03 09:34:18,34.9652,-5.5661,22.450000000000045,61,84,2.48,2023-09-03 06:56:17,2023-09-03 19:47:41
275,Bouanane,"DZ, Morocco.",2023-09-03 09:34:20,32.0392,-3.0493,24.04000000000002,44,100,3.56,2023-09-03 06:48:38,2023-09-03 19:35:12
276,Oued Laou,"MA, Morocco.",2023-09-03 09:34:24,35.4505,-5.093,22.980000000000018,70,96,1.16,2023-09-03 06:53:59,2023-09-03 19:46:12
277,Agdz,"MA, Morocco.",2023-09-03 09:34:26,30.6943,-6.4489,22.77000000000004,38,100,0.36,2023-09-03 07:03:17,2023-09-03 19:47:44
278,Sidi Lyamani,"MA, Morocco.",2023-09-03 09:34:29,35.3682,-5.9728,17.900000000000034,69,59,4.11,2023-09-03 06:57:34,2023-09-03 19:49:39
279,Itzer,"MA, Morocco.",2023-09-03 09:34:33,32.8791,-5.0541,14.25,57,100,0.52,2023-09-03 06:55:59,2023-09-03 19:43:54
280,Guercif,"MA, Morocco.",2023-09-03 09:34:36,34.2256,-3.3523,19.54000000000002,76,100,1.25,2023-09-03 06:48:03,2023-09-03 19:38:12
281,Aït Ourir,"MA, Morocco.",2023-09-03 09:34:39,31.5639,-7.6623,16.660000000000025,73,100,3.04,2023-09-03 07:07:28,2023-09-03 19:53:16
282,Oulad Frej,"MA, Morocco.",2023-09-03 09:34:41,32.9542,-8.2199,21.57000000000005,61,35,4.23,2023-09-03 07:08:35,2023-09-03 19:56:36
283,Sidi Addi,"MA, Morocco.",2023-09-03 09:34:44,33.396,-5.3327,17.980000000000018,58,97,2.75,2023-09-03 06:56:40,2023-09-03 19:45:26
284,Aïn Jemaa,"MA, Morocco.",2023-09-03 09:34:46,34.0261,-5.7936,19.25,62,81,3.16,2023-09-03 06:58:00,2023-09-03 19:47:48
285,Khémis Sahel,"MA, Morocco.",2023-09-03 09:34:49,35.2554,-6.0802,21.010000000000048,70,62,4.79,2023-09-03 06:58:06,2023-09-03 19:49:59
286,El Jadida,"MA, Morocco.",2023-09-03 09:34:54,33.2337,-8.5004,21.470000000000027,66,34,4.89,2023-09-03 07:09:29,2023-09-03 19:57:57
287,Aghbalou,"MA, Morocco.",2023-09-03 09:34:57,31.3112,-7.7437,13.960000000000036,71,100,2.01,2023-09-03 07:08:00,2023-09-03 19:53:24
288,Taghjijt,"MA, Morocco.",2023-09-03 09:35:00,29.0607,-9.4233,20.54000000000002,57,94,9.39,2023-09-03 07:16:26,2023-09-03 19:58:23
289,Bni Drar,"MA, Morocco.",2023-09-03 09:35:02,34.8595,-1.9917,19.0,100,100,1.93,2023-09-03 06:42:05,2023-09-03 19:33:18
290,Sidi Rahhal,"MA, Morocco.",2023-09-03 09:35:05,31.6534,-7.476,18.610000000000014,74,100,2.77,2023-09-03 07:06:39,2023-09-03 19:52:35
291,Moulay Ali Chérif,"MA, Morocco.",2023-09-03 09:35:08,31.2847,-4.267,25.27000000000004,35,100,4.67,2023-09-03 06:54:06,2023-09-03 19:39:29
292,Er-Rich,"MA, Morocco.",2023-09-03 09:35:10,32.2568,-4.4982,20.150000000000034,50,100,1.67,2023-09-03 06:54:15,2023-09-03 19:41:10
293,Chefchaouen,"MA, Morocco.",2023-09-03 09:35:13,35.1701,-5.2767,19.53000000000003,55,93,1.92,2023-09-03 06:54:57,2023-09-03 19:46:42
294,Mohammédia,"MA, Morocco.",2023-09-03 09:35:15,33.6958,-7.3893,21.189999999999998,88,40,4.12,2023-09-03 07:04:39,2023-09-03 19:53:54
295,Had Kourt,"MA, Morocco.",2023-09-03 09:35:18,34.6151,-5.736,22.360000000000014,62,79,3.79,2023-09-03 06:57:16,2023-09-03 19:48:04
296,Skoura,"MA, Morocco.",2023-09-03 09:35:21,31.0604,-6.5576,21.49000000000001,35,86,2.57,2023-09-03 07:03:27,2023-09-03 19:48:27
297,El Ouatia,"MA, Morocco.",2023-09-03 09:35:23,28.4979,-11.3321,21.170000000000016,88,75,4.63,2023-09-03 07:24:29,2023-09-03 20:05:36
298,Taounate,"MA, Morocco.",2023-09-03 09:35:26,34.5385,-4.636,21.610000000000014,49,69,1.69,2023-09-03 06:52:56,2023-09-03 19:43:36
299,Gourrama,"MA, Morocco.",2023-09-03 09:35:31,32.3414,-4.0738,18.120000000000005,53,100,2.45,2023-09-03 06:52:29,2023-09-03 19:39:33
300,Aït Boubidmane,"MA, Morocco.",2023-09-03 09:35:35,33.8167,-5.2749,17.860000000000014,48,88,2.75,2023-09-03 06:56:06,2023-09-03 19:45:33
301,M'Diq,"MA, Morocco.",2023-09-03 09:35:38,35.6834,-5.3232,22.900000000000034,68,75,1.03,2023-09-03 06:54:42,2023-09-03 19:47:20
302,Sidi Boubker,"MA, Morocco.",2023-09-03 09:35:41,31.8491,-7.748,17.340000000000032,63,100,3.04,2023-09-03 07:07:35,2023-09-03 19:53:50
303,Khénifra,"MA, Morocco.",2023-09-03 09:35:43,32.9358,-5.6697,18.54000000000002,66,100,1.75,2023-09-03 06:58:24,2023-09-03 19:46:24
304,Midelt,"MA, Morocco.",2023-09-03 09:35:46,32.6803,-4.7399,15.75,59,100,1.17,2023-09-03 06:54:53,2023-09-03 19:42:29
305,Azilal,"MA, Morocco.",2023-09-03 09:35:48,31.9593,-6.571,15.330000000000041,71,100,2.03,2023-09-03 07:02:47,2023-09-03 19:49:13
306,Bab Berred,"MA, Morocco.",2023-09-03 09:35:51,34.9989,-4.8903,18.310000000000002,46,100,1.63,2023-09-03 06:53:33,2023-09-03 19:45:00
307,Zirara,"MA, Morocco.",2023-09-03 09:35:58,34.2417,-5.7429,21.33000000000004,61,73,3.63,2023-09-03 06:57:37,2023-09-03 19:47:46
308,Midar,"MA, Morocco.",2023-09-03 09:36:00,34.9399,-3.5343,20.58000000000004,81,100,0.68,2023-09-03 06:48:11,2023-09-03 19:39:32
309,Oujda,"MA, Morocco.",2023-09-03 09:35:54,34.6779,-1.9293,18.350000000000023,100,100,1.37,2023-09-03 06:41:59,2023-09-03 19:32:54
310,Bouskoura,"MA, Morocco.",2023-09-03 09:36:05,33.4564,-7.6507,20.430000000000007,86,40,5.14,2023-09-03 07:05:54,2023-09-03 19:54:45
311,Talsint,"MA, Morocco.",2023-09-03 09:36:08,32.5355,-3.4395,17.970000000000027,56,100,3.3,2023-09-03 06:49:48,2023-09-03 19:37:10
312,Oulmès,"MA, Morocco.",2023-09-03 09:36:10,33.4255,-6.0045,17.170000000000016,61,89,3.83,2023-09-03 06:59:20,2023-09-03 19:48:08
313,Aoufous,"MA, Morocco.",2023-09-03 09:36:13,31.6878,-4.1785,22.910000000000025,41,100,5.19,2023-09-03 06:53:26,2023-09-03 19:39:26
314,Jebha,"MA, Morocco.",2023-09-03 09:36:16,35.0803,-4.5503,18.350000000000023,61,99,2.31,2023-09-03 06:52:08,2023-09-03 19:43:43
315,Ihaddaden,"MA, Morocco.",2023-09-03 09:36:18,35.1618,-2.9621,21.010000000000048,94,75,3.09,2023-09-03 06:45:42,2023-09-03 19:37:26
316,Ouazzane,"MA, Morocco.",2023-09-03 09:36:20,34.7968,-5.5785,21.910000000000025,62,92,3.25,2023-09-03 06:56:29,2023-09-03 19:47:35
317,Sidi Ali Ben Hamdouche,"MA, Morocco.",2023-09-03 09:36:21,33.2862,-8.3264,21.710000000000036,64,31,4.68,2023-09-03 07:08:45,2023-09-03 19:57:18
318,Tarcha,"MA, Morocco.",2023-09-03 09:36:22,34.9026,-2.2212,19.950000000000045,90,100,2.21,2023-09-03 06:42:57,2023-09-03 19:34:15
319,Kourouna,"MA, Morocco.",2023-09-03 09:36:24,35.1211,-3.6433,21.120000000000005,60,75,2.57,2023-09-03 06:48:28,2023-09-03 19:40:08
320,Ouled Yaïch,"MA, Morocco.",2023-09-03 09:36:25,32.4269,-6.3545,18.03000000000003,77,40,3.6,2023-09-03 07:01:33,2023-09-03 19:48:44
321,Kaf Nsour,"MA, Morocco.",2023-09-03 09:36:26,32.915,-5.9637,18.77000000000004,67,100,2.28,2023-09-03 06:59:35,2023-09-03 19:47:33
322,Boujdour,"MA, Morocco.",2023-09-03 09:36:28,26.1263,-14.4837,21.920000000000016,88,30,2.81,2023-09-03 07:38:48,2023-09-03 20:16:30
323,Kettara,"MA, Morocco.",2023-09-03 09:36:29,31.8669,-8.183,18.110000000000014,58,87,4.35,2023-09-03 07:09:19,2023-09-03 19:55:35
324,Smara,"EH, Morocco.",2023-09-03 09:36:30,26.7436,-11.6645,21.55000000000001,74,94,4.54,2023-09-03 07:27:05,2023-09-03 20:05:40
